Y,X,Stop_ID,plt,weight,Order_ID
37.59398014,127.0204087,S_113,0.75,223.2,O_72
37.59801698,127.010539,S_115,0.32,109.32,O_73
37.58037354,127.0228035,S_117,0.38,450.0,O_74
37.6014358,127.0166418,S_118,0.79,332.87,O_75
37.60446495,127.0111396,S_119,0.14,96.84,O_76
37.60895467,127.0041769,S_120,1.24,1120.0,O_77
37.61048654,127.0194561,S_122,0.52,164.98,O_78
37.59903437,127.0352236,S_124,0.1,40.0,O_79
37.61053624,127.035762,S_125,0.3,69.51,O_80
37.60577914,127.0478706,S_126,5.93,3341.04,O_81
37.61406942,127.0436684,S_127,0.58,158.3,O_82
37.61297096,127.0614241,S_130,0.38,378.0,O_83
37.62505177,127.0197725,S_131,0.21,145.0,O_84
37.61612179,127.0337803,S_133,0.26,291.0,O_85
37.61514822,127.0207421,S_135,0.21,147.56,O_86
37.6318813,127.0390622,S_137,1.6,1461.06,O_87
37.62586737,127.0465907,S_138,3.6,1818.95,O_88
37.6300516,127.0175594,S_139,0.13,27.6,O_89
37.64464458,127.0198895,S_140,0.2,18.0,O_90
37.64148693,127.0105968,S_143,0.56,140.0,O_91
37.65793243,127.0388203,S_145,0.17,32.0,O_92
37.64898155,127.0279211,S_146,0.68,315.64,O_93
37.65646373,127.0284052,S_147,0.25,215.24,O_94
37.66422859,127.0406591,S_148,0.15,108.88,O_95
37.66821354,127.0350512,S_149,0.1,40.0,O_96
37.65917578,127.0280107,S_150,0.22,150.82,O_97
37.63799988,127.0429904,S_153,0.39,234.92,O_98
37.65223813,127.0515393,S_154,4.01,3168.44,O_99
37.65633441,127.0435868,S_155,0.17,149.64,O_100
37.63250969,127.0507799,S_159,0.18,81.92,O_101
37.62100498,127.0692318,S_160,5.9,4542.88,O_102
37.62477801,127.0737505,S_161,0.14,76.22,O_103
37.62128712,127.0833787,S_162,3.83,3613.48,O_104
37.63204326,127.0679518,S_164,1.0,1266.72,O_105
37.64780328,127.0802862,S_165,0.1,100.0,O_106
37.65254803,127.0774758,S_166,0.42,125.0,O_107
37.64212979,127.0687318,S_167,0.37,379.24,O_108
37.65876366,127.0779752,S_168,1.46,848.04,O_109
37.67992984,127.0549605,S_169,0.17,1.44,O_110
37.67291123,127.0832363,S_171,5.28,4176.02,O_111
37.65488369,127.0669501,S_173,0.81,525.0,O_112
37.66673618,127.0515533,S_174,0.25,100.0,O_113
37.66452079,127.0638188,S_175,0.14,95.02,O_114
37.66128526,127.0602597,S_176,0.54,151.51,O_115
37.60245742,126.9288229,S_177,0.84,258.83,O_116
37.62368848,126.9166888,S_180,1.05,572.5,O_117
37.61175584,126.9103541,S_182,0.16,138.0,O_118
37.61417599,126.9208071,S_183,1.0,700.0,O_119
37.6006967,126.9267462,S_184,0.13,74.68,O_120
37.59458158,126.9230685,S_185,0.27,286.0,O_121
37.59222993,126.9157173,S_186,0.15,56.26,O_122
37.60440241,126.9151009,S_187,0.2,18.0,O_123
37.58435477,126.9070273,S_190,0.42,284.51,O_124
37.58352996,126.8936446,S_191,0.16,49.88,O_125
37.63501732,126.9210378,S_192,0.43,48.28,O_126
37.56480697,126.9547199,S_193,0.2,90.13,O_127
37.55947096,126.9570364,S_195,0.16,122.5,O_128
37.55954878,126.9435048,S_196,0.8,800.0,O_129
37.57388703,126.9352207,S_197,0.25,1.8,O_130
37.58770606,126.9448892,S_198,4.18,2280.0,O_131
37.58610547,126.9493691,S_199,0.2,120.0,O_132
37.59376657,126.9496911,S_200,0.22,103.19,O_133
37.57327487,126.9197797,S_203,0.62,435.0,O_134
37.57843406,126.9238669,S_204,0.57,76.8,O_135
37.57430267,126.9101907,S_205,0.55,394.13,O_136
37.58149091,126.9111755,S_206,0.2,168.0,O_137
37.54232552,126.9428348,S_210,0.13,8.4,O_138
37.54715926,126.9351045,S_213,7.25,0.9,O_139
37.54773473,126.9320618,S_214,1.32,971.68,O_140
37.55511048,126.9145897,S_215,2.98,2994.0,O_141
37.56031134,126.9023171,S_218,1.0,540.0,O_142
37.56450401,126.9220214,S_219,0.38,300.0,O_143
37.56861384,126.9089695,S_221,1.0,1100.0,O_144
37.57833432,126.894673,S_222,1.53,269.55,O_145
37.54614359,126.8717015,S_224,0.18,77.28,O_146
37.53243314,126.8683948,S_226,0.33,110.04,O_147
37.53718334,126.8817165,S_227,2.61,837.78,O_148
37.53280626,126.8315273,S_228,0.14,79.54,O_149
37.52497426,126.8445695,S_229,6.62,5130.35,O_150
37.52469581,126.8400811,S_231,0.4,336.24,O_151
37.53858213,126.8271743,S_232,1.21,421.26,O_152
37.52188377,126.834709,S_234,0.5,600.0,O_153
37.51857188,126.8542861,S_235,0.37,25.44,O_154
37.51921418,126.870674,S_236,0.28,110.0,O_155
37.51514715,126.8547892,S_237,0.35,317.59,O_156
37.52456036,126.855803,S_238,1.0,80.8,O_157
37.51705671,126.8643886,S_239,0.92,781.98,O_158
37.55377136,126.8709657,S_241,0.16,90.72,O_159
37.55582869,126.8589098,S_242,0.16,108.0,O_160
37.55888771,126.8479185,S_244,0.1,108.0,O_161
37.54404823,126.8476634,S_245,1.0,583.2,O_162
37.53050858,126.8415925,S_246,0.25,72.6,O_163
37.53182784,126.8544885,S_247,0.35,350.0,O_164
37.54252631,126.8384139,S_248,0.72,262.2,O_165
37.53480238,126.8607489,S_249,0.48,190.0,O_166
37.55181666,126.8500765,S_250,0.51,258.72,O_167
37.54828859,126.8418363,S_252,0.14,40.0,O_168
37.5531163,126.8331774,S_256,0.1,63.21,O_169
37.57034251,126.817051,S_258,1.84,1172.08,O_170
37.56671508,126.8067403,S_259,4.0,4521.6,O_171
37.50777999,126.8805952,S_261,0.5,294.0,O_172
37.49304008,126.8757883,S_262,0.53,258.0,O_173
37.49157662,126.8891489,S_265,0.26,94.88,O_174
37.50010311,126.8893378,S_266,1.0,1000.0,O_175
37.4825341,126.8897181,S_267,3.19,1965.07,O_176
37.50040448,126.8627884,S_268,0.6,600.0,O_177
37.50024126,126.8511388,S_270,0.12,51.9,O_178
37.49250746,126.8620329,S_271,0.1,61.57,O_179
37.4859944,126.8538383,S_272,0.42,400.0,O_180
37.49702838,126.8451219,S_273,15.23,3364.32,O_181
37.48881354,126.8395133,S_274,0.14,54.0,O_182
37.4938915,126.8314768,S_275,0.54,176.35,O_183
37.48014529,126.8233947,S_276,1.16,510.18,O_184
37.47689182,126.8917817,S_277,0.11,45.0,O_185
37.47021905,126.8970437,S_278,2.65,814.8,O_186
37.4631474,126.9034825,S_279,0.11,63.21,O_187
37.47516041,126.9031745,S_280,0.11,67.56,O_188
37.45355197,126.9032506,S_282,1.67,821.52,O_189
37.44025903,126.9058017,S_284,0.2,80.0,O_190
37.45897879,126.9061844,S_285,1.06,247.83,O_191
37.4507346,126.9083415,S_286,0.54,216.86,O_192
37.51466633,126.9093394,S_287,6.46,2146.32,O_193
37.52038937,126.9106976,S_288,0.99,489.37,O_194
37.51769391,126.934614,S_289,0.33,240.0,O_195
37.52512811,126.8974049,S_290,14.6,4319.28,O_196
37.5094934,126.8959996,S_292,0.57,128.0,O_197
37.51710975,126.8995233,S_293,1.44,808.04,O_198
37.53650136,126.8940394,S_295,1.16,640.9,O_199
37.51116875,126.9214422,S_296,2.02,2018.04,O_200
37.50729867,126.9077496,S_297,4.94,2798.52,O_201
37.5016416,126.905219,S_299,0.26,246.0,O_202
37.50639203,126.9215141,S_301,0.1,64.68,O_203
37.49273981,126.8982505,S_303,1.48,1255.2,O_204
37.51230121,126.9419936,S_305,1.0,1000.0,O_205
37.49810133,126.9530811,S_307,0.56,118.16,O_206
37.50546805,126.9423012,S_308,0.35,163.5,O_207
37.48310498,126.9787779,S_312,0.36,83.21,O_208
37.4887124,126.9792525,S_313,0.1,68.0,O_209
37.48097575,126.9716337,S_315,11.39,3578.41,O_210
37.50815443,126.9263229,S_317,0.3,190.0,O_211
37.48894469,126.9100394,S_318,0.23,228.17,O_212
37.49841253,126.924544,S_319,2.0,1577.47,O_213
37.48952989,126.9481596,S_322,0.27,200.0,O_214
37.48419282,126.9497511,S_323,0.19,369.6,O_215
37.49184717,126.9586277,S_324,1.67,750.0,O_216
37.48064257,126.9570309,S_325,0.25,55.94,O_217
37.47649632,126.9583326,S_327,0.11,31.94,O_218
37.47509931,126.9653243,S_328,0.66,68.4,O_219
37.487396,126.9271139,S_330,6.6,3431.77,O_220
37.48541288,126.9180359,S_331,0.18,111.1,O_221
37.48256328,126.9077947,S_332,0.24,126.9,O_222
37.47617498,126.9155517,S_333,0.1,40.0,O_223
37.47102189,126.9216418,S_334,0.19,41.67,O_224
37.46151944,126.9187965,S_335,1.71,288.0,O_225
37.47976918,126.9313747,S_336,0.14,49.0,O_226
37.4701073,126.9329623,S_339,0.1,100.0,O_227
37.49019154,127.0194671,S_341,2.09,763.4,O_228
37.49206947,127.0249478,S_342,0.31,141.88,O_229
37.48371635,127.0119913,S_343,0.26,22.6,O_230
37.50271558,127.02221,S_344,0.13,59.9,O_231
37.51496808,127.0139821,S_345,0.21,55.3,O_232
37.50509404,127.0133786,S_347,0.18,81.92,O_233
37.50458542,126.9944717,S_348,0.18,87.92,O_234
37.49748589,127.0003286,S_350,2.03,1576.78,O_235
37.48336166,126.9945139,S_352,0.1,89.5,O_236
37.47843876,126.9999966,S_354,3.07,2638.8,O_237
37.48900761,126.9922424,S_355,0.34,340.0,O_238
37.47167106,127.0266688,S_356,0.62,145.28,O_239
37.47064502,127.0412829,S_357,0.33,133.12,O_240
37.44935828,127.0583143,S_358,0.13,120.0,O_241
37.52397448,127.0227964,S_359,11.21,9718.15,O_242
37.51728313,127.0372042,S_361,0.44,93.1,O_243
37.53061724,127.0306522,S_362,7.06,6327.2,O_244
37.5143323,127.062501,S_364,0.67,405.0,O_245
37.49324481,127.056775,S_366,0.46,104.0,O_246
37.50230433,127.0641877,S_367,0.64,334.18,O_247
37.49972974,127.0578495,S_368,0.24,180.0,O_248
37.49537321,127.0332838,S_369,7.18,4095.71,O_249
37.49597383,127.046815,S_370,1.16,293.7,O_250
37.48372308,127.046407,S_372,0.84,648.0,O_251
37.48328034,127.0543931,S_373,0.38,300.0,O_252
37.48978362,127.0690768,S_374,0.28,270.0,O_253
37.47881995,127.0516585,S_375,0.18,126.12,O_254
37.48337906,127.0864829,S_376,1.4,749.0,O_255
37.49185469,127.0880264,S_377,3.5,2550.0,O_256
37.48891301,127.1049908,S_379,2.1,1625.11,O_257
37.46904926,127.1069125,S_380,0.19,48.68,O_258
37.53807237,127.1220741,S_381,0.41,146.28,O_259
37.49354898,127.1468223,S_384,0.13,12.0,O_260
37.49600273,127.1499482,S_385,0.23,90.0,O_261
37.49684218,127.1485343,S_386,0.59,132.0,O_262
37.5109768,127.1239058,S_387,5.0,2250.0,O_263
37.51555725,127.134274,S_389,0.33,94.72,O_264
37.50298784,127.1280698,S_390,0.25,160.0,O_265
37.50626355,127.1093124,S_391,0.28,160.4,O_266
37.50231833,127.1167367,S_392,0.4,414.0,O_267
37.50356569,127.1036892,S_393,0.11,83.99,O_268
37.50272496,127.0925231,S_394,0.68,735.0,O_269
37.49558031,127.1217613,S_395,8.98,7298.6,O_270
37.50304147,127.1230517,S_396,1.43,810.68,O_271
37.49867675,127.1266095,S_397,1.5,1500.48,O_272
37.48988331,127.1108968,S_399,2.37,1700.78,O_273
37.48696583,127.1324383,S_400,0.4,300.0,O_274
37.48114953,127.1439356,S_401,0.39,101.08,O_275
37.51189159,127.0885409,S_403,0.12,30.0,O_276
37.51329966,127.0943752,S_404,7.64,6933.28,O_277
37.52010823,127.1122446,S_405,0.46,104.0,O_278
37.50865223,127.0765197,S_407,0.17,77.76,O_279
37.55058303,127.1683006,S_409,0.13,96.59,O_280
37.55728071,127.1515076,S_413,0.36,195.66,O_281
37.56050657,127.1643563,S_414,0.3,144.0,O_282
37.5514791,127.1326396,S_415,2.33,409.72,O_283
37.55499636,127.1407841,S_417,1.08,275.6,O_284
37.54502087,127.1367994,S_418,0.45,180.0,O_285
37.54345134,127.1254311,S_419,0.2,91.4,O_286
37.53047772,127.122458,S_421,0.64,144.0,O_287
37.53243047,127.1295408,S_422,2.0,1500.38,O_288
37.52604217,127.1328839,S_423,2.92,1936.8,O_289
37.53334613,127.1419485,S_425,2.57,2299.88,O_290
37.53334613,127.1419485,S_426,0.28,120.84,O_291
37.47042186,126.6250106,S_427,4.18,1382.81,O_292
37.45314708,126.6045123,S_428,0.13,24.0,O_293
37.46765504,126.6340871,S_429,0.27,71.14,O_294
37.46806974,126.6379078,S_430,0.22,39.2,O_295
37.46923278,126.6357741,S_431,4.18,2280.0,O_296
37.47682521,126.6289482,S_432,1.16,257.76,O_297
37.4752255,126.6185426,S_433,2.05,13.8,O_298
37.49415709,126.5314783,S_434,1.0,553.8,O_299
37.48885379,126.5548446,S_435,0.1,64.86,O_300
37.44390218,126.4024337,S_437,0.28,290.22,O_301
37.48156192,126.6299071,S_439,4.23,2583.18,O_302
37.47581426,126.6426792,S_444,0.23,162.0,O_303
37.47472619,126.6488033,S_445,0.5,500.0,O_304
37.46724303,126.6472204,S_449,0.1,99.04,O_305
37.46288692,126.6487577,S_450,0.1,19.75,O_306
37.46483916,126.6591374,S_451,12.0,5654.4,O_307
37.45480112,126.6585755,S_452,0.35,117.2,O_308
37.45674657,126.6519011,S_454,0.42,12.8,O_309
37.45255004,126.6402604,S_455,0.17,154.54,O_310
37.43983771,126.6641176,S_456,0.24,98.51,O_311
37.44658154,126.6674738,S_457,7.11,6029.81,O_312
37.46090745,126.673829,S_458,0.15,60.0,O_313
37.47092611,126.6661471,S_459,0.45,33.18,O_314
37.45469924,126.6727245,S_461,2.71,592.45,O_315
37.46592091,126.6870501,S_464,0.32,225.0,O_316
37.46127832,126.692311,S_465,0.12,81.0,O_317
37.44844518,126.6776513,S_466,0.13,8.4,O_318
37.44956626,126.6893094,S_467,1.0,80.8,O_319
37.44417922,126.6968093,S_468,0.92,781.98,O_320
37.43768495,126.6850043,S_469,0.34,16.5,O_321
37.42619045,126.6482901,S_471,1.0,800.0,O_322
37.42225406,126.6810562,S_473,2.17,1440.84,O_323
37.4116668,126.6818349,S_474,0.13,67.83,O_324
37.41933026,126.6919605,S_475,2.0,1152.0,O_325
37.40275114,126.6693221,S_478,1.95,537.81,O_326
37.40845834,126.6783262,S_479,0.22,74.62,O_327
37.39105575,126.6520819,S_480,1.83,556.8,O_328
37.40327221,126.6416481,S_481,0.18,78.4,O_329
37.37148829,126.6601662,S_482,0.24,144.0,O_330
37.3880856,126.6349147,S_483,0.23,199.2,O_331
37.44765055,126.7124925,S_485,0.57,485.48,O_332
37.45611051,126.7133534,S_486,0.17,7.38,O_333
37.45269339,126.6969414,S_487,1.34,1346.36,O_334
37.44965914,126.724082,S_488,0.17,110.44,O_335
37.46398154,126.7109443,S_490,0.1,105.6,O_336
37.46613822,126.7145502,S_491,0.2,90.81,O_337
37.46735438,126.6991773,S_492,2.09,804.0,O_338
37.44872104,126.731968,S_493,1.0,600.0,O_339
37.4613903,126.7311606,S_494,0.11,52.28,O_340
37.46196342,126.723005,S_495,0.3,300.0,O_341
37.44376732,126.7376512,S_498,0.34,16.5,O_342
37.4358821,126.7473662,S_499,0.31,82.98,O_343
37.42791756,126.7507057,S_500,0.4,125.0,O_344
37.40569003,126.7293204,S_502,0.24,171.0,O_345
37.48742998,126.7172026,S_506,0.42,420.0,O_346
37.49360029,126.7283185,S_509,0.1,40.0,O_347
37.48515092,126.7265942,S_510,0.21,149.04,O_348
37.50694981,126.7002276,S_511,0.13,72.6,O_349
37.50585938,126.7086019,S_512,1.0,1000.0,O_350
37.49074736,126.7095027,S_513,1.17,622.2,O_351
37.51487345,126.7045398,S_516,0.81,769.0,O_352
37.51074234,126.7257122,S_518,0.21,151.04,O_353
37.51818374,126.7371372,S_519,0.23,48.2,O_354
37.49481764,126.7371225,S_522,0.23,167.2,O_355
37.50431278,126.7347041,S_523,15.69,6252.76,O_356
37.47387495,126.7078619,S_526,0.73,454.56,O_357
37.53246206,126.7121341,S_527,0.3,96.18,O_358
37.5250509,126.7098174,S_528,2.07,1240.0,O_359
37.53960519,126.7213477,S_529,0.57,128.0,O_360
37.53773446,126.7289786,S_531,0.18,133.95,O_361
37.53456714,126.7417043,S_532,0.11,108.0,O_362
37.53079932,126.7296969,S_533,0.21,105.88,O_363
37.53291373,126.7239086,S_534,0.3,300.0,O_364
37.52810351,126.7364231,S_535,0.26,51.52,O_365
37.57709007,126.7334825,S_536,0.21,99.0,O_366
37.54814426,126.7414507,S_537,0.54,540.0,O_367
37.55937087,126.7593666,S_538,0.4,53.26,O_368
37.56441807,126.6736016,S_539,0.64,404.4,O_369
37.54899055,126.6782347,S_540,3.65,422.56,O_370
37.5326712,126.6537481,S_541,0.17,32.0,O_371
37.52641768,126.6705158,S_544,0.1,43.72,O_372
37.51554679,126.6778385,S_546,0.22,125.07,O_373
37.51118634,126.6747608,S_548,0.2,90.0,O_374
37.50250466,126.6746007,S_549,0.28,71.04,O_375
37.50820245,126.6782989,S_550,0.25,66.38,O_376
37.49434385,126.6725871,S_551,0.24,250.22,O_377
37.49250983,126.6800417,S_553,1.0,432.0,O_378
37.60508641,126.6618003,S_555,0.72,577.02,O_379
37.61709059,126.6889495,S_556,0.18,123.5,O_380
37.59508062,126.7017079,S_557,3.0,1800.0,O_381
37.59210015,126.6746299,S_558,0.21,146.0,O_382
37.59537586,126.6737139,S_560,0.2,156.62,O_383
37.59408107,126.7156548,S_561,0.93,278.7,O_384
37.74815636,126.4835215,S_562,3.7,1062.51,O_385
37.71355037,126.4848279,S_563,1.25,237.0,O_386
37.64035969,126.4910236,S_565,0.8,622.45,O_387
37.63169982,126.4198415,S_566,0.11,92.92,O_388
37.71934284,126.3898168,S_568,0.62,419.2,O_389
37.77426219,126.4115677,S_569,0.4,208.3,O_390
37.76465305,126.4630361,S_571,0.88,55.3,O_391
37.78446054,126.2832345,S_572,0.79,486.98,O_392
37.29761545,126.9714256,S_574,0.21,148.93,O_393
37.30220846,126.9912945,S_575,0.33,146.52,O_394
37.29507788,127.0004395,S_576,0.11,45.0,O_395
37.29570144,126.9925834,S_577,0.62,419.2,O_396
37.29314857,127.0139656,S_578,0.2,55.1,O_397
37.30053949,127.0070465,S_579,0.33,130.0,O_398
37.30179766,127.0164989,S_580,5.84,5690.0,O_399
37.30561565,127.0096779,S_581,0.2,23.04,O_400
37.25336682,127.0130773,S_584,0.69,480.0,O_401
37.2726001,126.9860672,S_587,0.29,69.36,O_402
37.27711683,126.9714666,S_588,0.36,132.48,O_403
37.26622817,126.9570475,S_590,0.17,130.0,O_404
37.25775117,127.0246074,S_591,0.18,87.07,O_405
37.243319,127.0333293,S_593,3.39,1705.29,O_406
37.29321213,126.9595429,S_594,0.1,40.0,O_407
37.28405012,127.0126478,S_595,2.6,1404.86,O_408
37.27642213,126.9950333,S_599,0.12,30.0,O_409
37.28509296,126.9863043,S_600,0.15,48.0,O_410
37.27800309,127.0397814,S_603,0.14,99.0,O_411
37.26793766,127.0306632,S_604,14.6,4319.28,O_412
37.27014851,127.0474375,S_606,0.12,60.0,O_413
37.2651192,127.0487056,S_608,0.58,440.65,O_414
37.27349637,127.0532671,S_609,0.1,48.24,O_415
37.2901826,127.0473961,S_610,1.28,500.0,O_416
37.29225606,127.0701048,S_611,0.57,176.34,O_417
37.26634155,127.0805552,S_612,0.2,200.0,O_418
37.25256289,127.0769161,S_614,0.34,85.92,O_419
37.23778915,127.0608407,S_615,1.53,269.55,O_420
37.65948177,126.8296166,S_617,0.67,485.0,O_421
37.67739647,126.8758551,S_618,0.18,126.0,O_422
37.64496169,126.8543437,S_619,0.25,48.0,O_423
37.6579969,126.9469561,S_622,0.11,47.93,O_424
37.65258037,126.8937204,S_623,0.36,310.0,O_425
37.64551107,126.8865439,S_624,0.38,144.0,O_426
37.64467793,126.8334694,S_628,0.17,60.0,O_427
37.63055912,126.8357023,S_629,1.81,1063.56,O_428
37.62232049,126.8358861,S_631,1.5,145.0,O_429
37.6151649,126.8330294,S_632,3.06,1309.77,O_430
37.62638786,126.8385966,S_633,0.56,163.2,O_431
37.60003849,126.8726436,S_634,10.0,6480.0,O_432
37.5855546,126.8751729,S_635,0.67,660.24,O_433
37.67734126,126.8137087,S_636,0.5,144.0,O_434
37.69181748,126.7804395,S_637,0.24,60.0,O_435
37.67246048,126.779829,S_638,0.18,106.68,O_436
37.66408302,126.799862,S_639,0.11,56.8,O_437
37.64963044,126.7924908,S_640,2.15,1732.84,O_438
37.65581568,126.7897919,S_642,1.33,744.02,O_439
37.64162878,126.7705294,S_644,0.64,191.58,O_440
37.70190913,126.8271794,S_646,0.14,63.62,O_441
37.68724049,126.7685472,S_647,0.17,73.2,O_442
37.68462294,126.7771814,S_648,0.18,120.0,O_443
37.69431631,126.7684128,S_650,0.25,55.94,O_444
37.67011745,126.7632954,S_651,0.18,106.68,O_445
37.67411499,126.7604795,S_652,0.1,36.57,O_446
37.68297474,126.7551225,S_653,0.44,220.0,O_447
37.69091106,126.7542924,S_655,0.56,122.33,O_448
37.44076525,127.126161,S_659,0.44,428.25,O_449
37.4471328,127.1387102,S_660,0.31,153.24,O_450
37.44534077,127.1330727,S_661,0.57,128.0,O_451
37.4477013,127.1414857,S_662,0.94,86.82,O_452
37.43857117,127.1390283,S_663,8.6,2610.83,O_453
37.46587915,127.1271126,S_668,0.76,190.0,O_454
37.46828764,127.1495117,S_669,0.79,855.0,O_455
37.45469569,127.1045037,S_670,0.24,199.49,O_456
37.42884238,127.104861,S_671,4.09,2335.4,O_457
37.42207087,127.1081659,S_672,1.02,32.5,O_458
37.43533517,127.1381125,S_673,2.6,2600.0,O_459
37.44293163,127.1562683,S_674,0.23,77.2,O_460
37.44627092,127.1640171,S_676,0.3,85.86,O_461
37.45212158,127.1689239,S_677,1.78,323.86,O_462
37.45708867,127.1665193,S_678,0.62,553.97,O_463
37.43321057,127.1643838,S_679,0.17,130.0,O_464
37.42828434,127.1463625,S_682,0.17,112.8,O_465
37.41649362,127.1527838,S_683,0.33,96.58,O_466
37.37546375,127.1180641,S_685,0.55,73.83,O_467
37.37153366,127.1221424,S_686,0.17,76.96,O_468
37.36145084,127.1115403,S_688,0.17,24.0,O_469
37.37276163,127.1063236,S_689,0.49,154.33,O_470
37.3660034,127.1152656,S_690,0.84,648.0,O_471
37.36078761,127.1195519,S_691,0.26,156.25,O_472
37.38286138,127.1260486,S_692,0.24,144.0,O_473
37.37605256,127.1346045,S_693,0.3,68.0,O_474
37.39955334,127.127162,S_694,0.33,130.0,O_475
37.39957655,127.1218899,S_695,0.99,673.92,O_476
37.40942441,127.1273763,S_697,0.31,21.0,O_477
37.41083275,127.1379404,S_698,0.13,129.52,O_478
37.35163402,127.1070858,S_699,3.7,1062.51,O_479
37.3492844,127.1117738,S_701,0.3,192.0,O_480
37.38992231,127.0986737,S_702,0.17,93.85,O_481
37.40612665,127.1163078,S_703,0.26,188.8,O_482
37.27781781,127.2308231,S_706,10.22,4070.15,O_483
37.32953302,127.2423619,S_707,0.17,151.9,O_484
37.14112038,127.1961973,S_708,0.35,260.24,O_485
37.11568157,127.1505036,S_709,0.17,112.7,O_486
37.16658943,127.3132646,S_710,0.2,124.36,O_487
37.2354869,127.2798389,S_712,0.5,240.0,O_488
37.23455978,127.1881482,S_714,0.16,111.8,O_489
37.24963097,127.165158,S_715,0.51,187.86,O_490
37.25285779,127.21205,S_716,0.17,179.8,O_491
37.23277029,127.219174,S_717,0.13,50.0,O_492
37.27257613,127.1064466,S_718,0.17,168.0,O_493
37.27782133,127.0745334,S_719,0.11,18.96,O_494
37.26668824,127.0918543,S_720,0.11,30.0,O_495
37.27242458,127.1275882,S_721,0.16,108.0,O_496
